,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
476,15FOOD-0011,Koco Table Evanston Inc,92.0,10/24/2018,(43) OTHER OPERATIONS: Complete separation from living and sleeping quarters; laundry.,Observed personal items such as toothpaste and toothbrush at hand wash sink in kitchen. Hand wash sink is only to be used for the purpose of hand washing. Toothbrush if and other hygiene matters must be done in bathroom. Please remove these items from the hand wash station. Items removed at time of inspection.,720 1/2 CLARK ST,Evanston,IL,60201,"720 1/2 CLARK ST
Evanston, IL 60201
(42.049906, -87.681082)"
417,16FOOD-0001,Cupitol Coffee & Eatery,92.0,10/11/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Some of the milk crates in the walk in cooler are soiled. Clean up spills immediately.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
1014,09FOOD-0095,Great Harvest Bread Co.,92.0,09/20/2018,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",Observed trash container lid open. Also observed trash and cigarette butts strewn  around. Please keep this area clean and free of food and keep container lid closed.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
1085,09FOOD-0329,Whole Foods Market #314,92.0,12/26/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food equipment and pipes were found soiled with dried food. Clean surfaces for pest prevention.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
97,16FOOD-0001,Cupitol Coffee & Eatery,92.0,01/30/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Over 200 ppm of bleach in the sanitizing solution. Use test strips to get between 50-200 ppm of bleach.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
96,16FOOD-0001,Cupitol Coffee & Eatery,92.0,01/30/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Milk crates are not considered shelving becaus all shelving must provide 6 inches of floor clearance or be on wheels or sealed to the floor. Purchase NSF shelving to replace milk crates,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
93,16FOOD-0001,Cupitol Coffee & Eatery,92.0,01/30/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Store everything 6 inches off the floor in the storage closet across the restrooms so the floor can be easily cleaned and rodents can't hide,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
1037,09FOOD-0095,Great Harvest Bread Co.,92.0,09/20/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed coolers in hall with food remains and grime on handles as well as food particles on shelves and base. Please clean and sanitize handles and clean up spilled food from shelves in all coolers.,2126 CENTRAL ST,Evanston,IL,60201,"2126 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702842)"
1040,09FOOD-0329,Whole Foods Market #314,92.0,08/07/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Rotisserie chicken in display warmer was found at 125-130F.  Chicken must be held at 135F or above. Reheat chicken to 165F after chicken is cut and prepared for packaging.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
1050,16FOOD-0001,Cupitol Coffee & Eatery,92.0,10/11/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw eggs are being stored above strawberries. The eggs were moved below the strawberries.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
975,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,(27) WATER: Source: safe; hot and cold under pressure.,CRITICAL VIOLATION. There is no cold water provided to the hand sink in the female bathroom. Hot and cold water must be supplied to each hand sink. Contact a licensed plumber to provide the cold water.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
1102,16FOOD-0001,Cupitol Coffee & Eatery,92.0,05/17/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",The small plastic spoons for the to go desserts are stored incorrectly. Store with the handles all facing up to minimize bare hand contact.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
508,09FOOD-0329,Whole Foods Market #314,92.0,12/26/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Multiple food prep stations found with heavy food debris. Clean surfaces after use with a sanitizing solution.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
199,09FOOD-0073,The Olive Mountain,92.0,03/14/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Install a floor drain cover on the open floor drain in front of the dishmachine,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
791,09FOOD-0073,The Olive Mountain,92.0,12/03/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. The dish machine is not properly sanitizing dishes. I primed the sanitizer line but it is still not working. Contact a repair technician to repair the dish machine within 10 days.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
541,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. The metered hand wash sinks in both bathrooms do not stay on long enough. Contact a licensed plumber to repair the fixtures.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
365,12FOOD-0041,The Supreme Burrito #1,92.0,05/14/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",3 compartment sink improperly set for washing of dishes. Always set sinks for: 1. Wash2. Rinse3. Sanitize,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)"
799,16FOOD-0001,Cupitol Coffee & Eatery,92.0,10/11/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan covers in the walk in cooler are soiled. Clean the covers as needed.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
773,12FOOD-0041,The Supreme Burrito #1,92.0,11/20/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Refried beans cooked the previous day were found in the cooler holding 78-101F.  Beans were discarded. Beans must be rapidly cooled from 135F to 41F within 6 hours. Beans are very thick and must be divided into shallow pans to cool quickly.,843 DODGE AVE,Evanston,IL,60202,"843 DODGE AVE
Evanston, IL 60202
(42.033552, -87.699319)"
801,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener in the basement is soiled. Routinely clean the fan opener.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
380,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,Not all food handlers have the food handler certificate. Any employee who handles food must have a food handler certificate. Information for obtaining a certificate can be found here: https://www.ansi.org/Accreditation/credentialing/certificate-issuers/AllDirectoryListing?prgID=263 and statusID=4,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
806,09FOOD-0329,Whole Foods Market #314,92.0,12/26/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found sitting on the counter. Store wiping cloths in a sanitizing solution between use.,1640 CHICAGO AVE,Evanston,IL,60201,"1640 CHICAGO AVE
Evanston, IL 60201
(42.046805, -87.679391)"
391,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. The wipe bucket along the cook line has too much bleach. The concentration must be between 50 ppm - 100 ppm.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
216,09FOOD-0073,The Olive Mountain,92.0,07/09/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is no soap at the kitchen hand sink.  Maintain a supply of hand soap at each hand sink.,610 DAVIS ST,Evanston,IL,60201,"610 DAVIS ST
Evanston, IL 60201
(42.046362, -87.680327)"
223,16FOOD-0001,Cupitol Coffee & Eatery,92.0,05/17/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the bakery cooler are in disrepair. Replace the damaged gaskets.,812 GROVE ST,Evanston,IL,60201,"812 GROVE ST
Evanston, IL 60201
(42.045561, -87.683665)"
374,16FOOD-0023,Shang Noodle & Chinese,93.0,11/07/2018,(2) FOOD: Original Container; properly labeled.,Bulk food containers in the back of the kitchen are not labeled. Any product that cannot be easily identified must be labeled.,608 DAVIS ST,Evanston,IL,60201,"608 DAVIS ST
Evanston, IL 60201
(42.046285, -87.680045)"
560,16FOOD-0023,Shang Noodle & Chinese,93.0,02/27/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Dispensing utensils shall have handles which shall be extended out of the food. Do not use plastic containers to dispense rice or other food product.,608 DAVIS ST,Evanston,IL,60201,"608 DAVIS ST
Evanston, IL 60201
(42.046285, -87.680045)"
618,09FOOD-0083,Sher-Main Grill,93.0,09/20/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoop stored on top of cooler. Please store ice scoop in clean container or sticking out of ice with handle out.,802 MAIN ST,Evanston,IL,60202,"802 MAIN ST
Evanston, IL 60202
(42.033971, -87.682467)"
577,16FOOD-0023,Shang Noodle & Chinese,93.0,06/19/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor sinks throughout the establishment are soiled. Routinely clean all floor sinks. The floor under the cooking equipment is soiled near the baseboards. Routinely clean all floors.,608 DAVIS ST,Evanston,IL,60201,"608 DAVIS ST
Evanston, IL 60201
(42.046285, -87.680045)"
564,09FOOD-0083,Sher-Main Grill,93.0,09/20/2018,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",Observed open food in outside waste container. All food thrown into the outside food waste containers must be bagged. Please assure all food waste that is thrown out is contained within food waste bags. This helps control leakage and attraction of rodents.,802 MAIN ST,Evanston,IL,60202,"802 MAIN ST
Evanston, IL 60202
(42.033971, -87.682467)"
572,16FOOD-0023,Shang Noodle & Chinese,93.0,02/27/2018,(2) FOOD: Original Container; properly labeled.,Unidentifiable Food products must be labeled in English,608 DAVIS ST,Evanston,IL,60201,"608 DAVIS ST
Evanston, IL 60201
(42.046285, -87.680045)"
323,09FOOD-0083,Sher-Main Grill,93.0,09/20/2018,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Observed no trash liners/bags on waste containers. Trash containers must have bag liners to receive food waste.,802 MAIN ST,Evanston,IL,60202,"802 MAIN ST
Evanston, IL 60202
(42.033971, -87.682467)"
354,14FOOD-0016,Mumbia Indian Grill,93.0,09/24/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of sink basins are heavily soiled. Clean and sanitize sink basins before using for dish washing.,1728 SHERMAN AVE,Evanston,IL,60201,"1728 SHERMAN AVE
Evanston, IL 60201
(42.049516, -87.681794)"
353,18FOOD-0003,Kung Fu Tea,93.0,10/24/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Observed wiping cloths on tables and cutting boards. Please store wiping cloths in sanitizing solution when not in use.,726 CLARK ST,Evanston,IL,60201,"726 CLARK ST
Evanston, IL 60201
(42.0499, -87.680659)"
514,14FOOD-0016,Mumbia Indian Grill,93.0,12/17/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting board is heavily stained. Replace by the next routine inspection.,1728 SHERMAN AVE,Evanston,IL,60201,"1728 SHERMAN AVE
Evanston, IL 60201
(42.049516, -87.681794)"
581,18FOOD-0003,Kung Fu Tea,93.0,10/24/2018,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed ice scoop laying in ice. Please store ice scoop in ice with handle sticking out of ice or in a clean container.,726 CLARK ST,Evanston,IL,60201,"726 CLARK ST
Evanston, IL 60201
(42.0499, -87.680659)"
344,14FOOD-0051,Freshii,93.0,12/12/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Observed Bathroom door self closing devices to be broken and detached from wall. Please repair self closing devices.,1596 SHERMAN AVE,Evanston,IL,60201,"1596 SHERMAN AVE
Evanston, IL 60201
(42.046693, -87.681861)"
334,09FOOD-0186,Greenwood Care,93.0,08/13/2018,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION. There were two containers of moldy strawberries in the walk in cooler. They were discarded.,1406 CHICAGO AVE,Evanston,IL,60201,"1406 CHICAGO AVE
Evanston, IL 60201
(42.042897, -87.680577)"
1159,09FOOD-0119,Foodstuffs,93.0,11/26/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia 0ppm. Observed quat levels in some sanitizer buckets at 0 as well as food particles. Please assure sanitizing buckets are refreshed frequently and minimally every 2 hrs.,2106 CENTRAL ST,Evanston,IL,60201,"2106 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.702395)"
584,16FOOD-0012,Feast and Imbibe,93.0,07/24/2018,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Detergent was not dispensing in dish machine. Corrected during inspection.,1601 PAYNE ST #C,Evanston,IL,60201,"1601 PAYNE ST #C
Evanston, IL 60201
(42.056983, -87.694642)"
527,14FOOD-0033,Blaze Pizza,93.0,12/10/2018,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION.Observed food scraps in the basement hand sink. Hand sink to only be used for handwashing. Please clean out sink and specify for hand wash only.,1737 SHERMAN AVE,Evanston,IL,60203,"1737 SHERMAN AVE
Evanston, IL 60203
(42.049631, -87.681789)"
338,16FOOD-0012,Feast and Imbibe,93.0,07/24/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Shell eggs were found stored above vegetables in the cooler. Store eggs below ready-to-eat foods in order to prevent cross contamination and cross contact.,1601 PAYNE ST #C,Evanston,IL,60201,"1601 PAYNE ST #C
Evanston, IL 60201
(42.056983, -87.694642)"
